idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
2722,152,1,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,No.,"Hey, wait a minute.",He did not.,He is not.
2723,152,2,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,No.,Hang on a minute.,He is not.,He did not.
2724,152,2,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,No.,Hang on a minute.,He did not.,He is not.
2725,152,3,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,That's not true.,Wait no.,He is not.,He did not.
2726,152,3,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,That's not true.,Wait no.,He did not.,He is not.
2727,152,4,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
2728,152,4,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
2729,152,5,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,That's not true.,Hang on a minute.,He is not.,He did not.
2730,152,5,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,That's not true.,Hang on a minute.,He did not.,He is not.
2731,152,6,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,Nope.,Wait no.,He is not.,He did not.
2732,152,6,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,Nope.,Wait no.,He did not.,He is not.
2733,152,7,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,Nope.,"Hey, wait a minute.",He is not.,He did not.
2734,152,7,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,Nope.,"Hey, wait a minute.",He did not.,He is not.
2735,152,8,False,coord,Kendall,Alejandro,The florist is quite risk averse and met the Illinois governor at a Greek restaurant.,Nope.,Hang on a minute.,He is not.,He did not.
2736,152,8,True,coord,Kendall,Alejandro,The florist met the Illinois governor at a Greek restaurant and is quite risk averse.,Nope.,Hang on a minute.,He did not.,He is not.
2737,153,0,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,No.,Wait no.,She is not.,She did not.
2738,153,0,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,No.,Wait no.,She did not.,She is not.
2739,153,1,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,No.,"Hey, wait a minute.",She is not.,She did not.
2740,153,1,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,No.,"Hey, wait a minute.",She did not.,She is not.
2741,153,2,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,No.,Hang on a minute.,She is not.,She did not.
2742,153,2,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,No.,Hang on a minute.,She did not.,She is not.
2743,153,3,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,That's not true.,Wait no.,She is not.,She did not.
2744,153,3,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,That's not true.,Wait no.,She did not.,She is not.
2745,153,4,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
2746,153,4,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
2747,153,5,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,That's not true.,Hang on a minute.,She is not.,She did not.
2748,153,5,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,That's not true.,Hang on a minute.,She did not.,She is not.
2749,153,6,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,Nope.,Wait no.,She is not.,She did not.
2750,153,6,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,Nope.,Wait no.,She did not.,She is not.
2751,153,7,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,Nope.,"Hey, wait a minute.",She is not.,She did not.
2752,153,7,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,Nope.,"Hey, wait a minute.",She did not.,She is not.
2753,153,8,False,coord,Lindsey,Briana,The customer is planning a honeymoon and got engaged this month.,Nope.,Hang on a minute.,She is not.,She did not.
2754,153,8,True,coord,Lindsey,Briana,The customer got engaged this month and is planning a honeymoon.,Nope.,Hang on a minute.,She did not.,She is not.
2755,154,0,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,No.,Wait no.,He is not.,He did not.
2756,154,0,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,No.,Wait no.,He did not.,He is not.
2757,154,1,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,No.,"Hey, wait a minute.",He is not.,He did not.
2758,154,1,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,No.,"Hey, wait a minute.",He did not.,He is not.
2759,154,2,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,No.,Hang on a minute.,He is not.,He did not.
2760,154,2,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,No.,Hang on a minute.,He did not.,He is not.
2761,154,3,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,That's not true.,Wait no.,He is not.,He did not.
2762,154,3,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,That's not true.,Wait no.,He did not.,He is not.
2763,154,4,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
2764,154,4,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
2765,154,5,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,That's not true.,Hang on a minute.,He is not.,He did not.
2766,154,5,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,That's not true.,Hang on a minute.,He did not.,He is not.
2767,154,6,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,Nope.,Wait no.,He is not.,He did not.
2768,154,6,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,Nope.,Wait no.,He did not.,He is not.
2769,154,7,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,Nope.,"Hey, wait a minute.",He is not.,He did not.
2770,154,7,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,Nope.,"Hey, wait a minute.",He did not.,He is not.
2771,154,8,False,coord,Mark,Tanner,The gardener is always trustworthy and used to visit the gourmet regularly.,Nope.,Hang on a minute.,He is not.,He did not.
2772,154,8,True,coord,Mark,Tanner,The gardener used to visit the gourmet regularly and is always trustworthy.,Nope.,Hang on a minute.,He did not.,He is not.
2773,155,0,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,No.,Wait no.,She is not.,She did not.
2774,155,0,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,No.,Wait no.,She did not.,She is not.
2775,155,1,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,No.,"Hey, wait a minute.",She is not.,She did not.
2776,155,1,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,No.,"Hey, wait a minute.",She did not.,She is not.
2777,155,2,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,No.,Hang on a minute.,She is not.,She did not.
2778,155,2,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,No.,Hang on a minute.,She did not.,She is not.
2779,155,3,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,That's not true.,Wait no.,She is not.,She did not.
2780,155,3,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,That's not true.,Wait no.,She did not.,She is not.
2781,155,4,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
2782,155,4,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
2783,155,5,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,That's not true.,Hang on a minute.,She is not.,She did not.
2784,155,5,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,That's not true.,Hang on a minute.,She did not.,She is not.
2785,155,6,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,Nope.,Wait no.,She is not.,She did not.
2786,155,6,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,Nope.,Wait no.,She did not.,She is not.
2787,155,7,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,Nope.,"Hey, wait a minute.",She is not.,She did not.
2788,155,7,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,Nope.,"Hey, wait a minute.",She did not.,She is not.
2789,155,8,False,coord,Alexia,Wyatt,The plumber is reliably clam under pressure and downloaded a rideshare app to go to the airport.,Nope.,Hang on a minute.,She is not.,She did not.
2790,155,8,True,coord,Alexia,Wyatt,The plumber downloaded a rideshare app to go to the airport and is reliably clam under pressure.,Nope.,Hang on a minute.,She did not.,She is not.
2791,156,0,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,No.,Wait no.,She is not.,She did not.
2792,156,0,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,No.,Wait no.,She did not.,She is not.
2793,156,1,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,No.,"Hey, wait a minute.",She is not.,She did not.
2794,156,1,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,No.,"Hey, wait a minute.",She did not.,She is not.
2795,156,2,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,No.,Hang on a minute.,She is not.,She did not.
2796,156,2,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,No.,Hang on a minute.,She did not.,She is not.
2797,156,3,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,That's not true.,Wait no.,She is not.,She did not.
2798,156,3,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,That's not true.,Wait no.,She did not.,She is not.
2799,156,4,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
2800,156,4,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
2801,156,5,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,That's not true.,Hang on a minute.,She is not.,She did not.
2802,156,5,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,That's not true.,Hang on a minute.,She did not.,She is not.
2803,156,6,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,Nope.,Wait no.,She is not.,She did not.
2804,156,6,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,Nope.,Wait no.,She did not.,She is not.
2805,156,7,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,Nope.,"Hey, wait a minute.",She is not.,She did not.
2806,156,7,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,Nope.,"Hey, wait a minute.",She did not.,She is not.
2807,156,8,False,coord,Shawn,Mitchell,The ballerina is reliably clam under pressure and forgot to lock the door.,Nope.,Hang on a minute.,She is not.,She did not.
2808,156,8,True,coord,Shawn,Mitchell,The ballerina forgot to lock the door and is reliably clam under pressure.,Nope.,Hang on a minute.,She did not.,She is not.
2809,157,0,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,No.,Wait no.,He is not.,He did not.
2810,157,0,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,No.,Wait no.,He did not.,He is not.
2811,157,1,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,No.,"Hey, wait a minute.",He is not.,He did not.
2812,157,1,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,No.,"Hey, wait a minute.",He did not.,He is not.
2813,157,2,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,No.,Hang on a minute.,He is not.,He did not.
2814,157,2,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,No.,Hang on a minute.,He did not.,He is not.
2815,157,3,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,That's not true.,Wait no.,He is not.,He did not.
2816,157,3,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,That's not true.,Wait no.,He did not.,He is not.
2817,157,4,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
2818,157,4,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
2819,157,5,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,That's not true.,Hang on a minute.,He is not.,He did not.
2820,157,5,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,That's not true.,Hang on a minute.,He did not.,He is not.
2821,157,6,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,Nope.,Wait no.,He is not.,He did not.
2822,157,6,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,Nope.,Wait no.,He did not.,He is not.
2823,157,7,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,Nope.,"Hey, wait a minute.",He is not.,He did not.
2824,157,7,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,Nope.,"Hey, wait a minute.",He did not.,He is not.
2825,157,8,False,coord,Jonathan,Brian,The accountant is a big fan of Harry Potter and used to play for the youth soccer team in 2009.,Nope.,Hang on a minute.,He is not.,He did not.
2826,157,8,True,coord,Jonathan,Brian,The accountant used to play for the youth soccer team in 2009 and is a big fan of Harry Potter.,Nope.,Hang on a minute.,He did not.,He is not.
2827,158,0,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,No.,Wait no.,She is not.,She did not.
2828,158,0,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,No.,Wait no.,She did not.,She is not.
2829,158,1,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,No.,"Hey, wait a minute.",She is not.,She did not.
2830,158,1,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,No.,"Hey, wait a minute.",She did not.,She is not.
2831,158,2,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,No.,Hang on a minute.,She is not.,She did not.
2832,158,2,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,No.,Hang on a minute.,She did not.,She is not.
2833,158,3,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,That's not true.,Wait no.,She is not.,She did not.
2834,158,3,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,That's not true.,Wait no.,She did not.,She is not.
2835,158,4,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
2836,158,4,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
2837,158,5,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,That's not true.,Hang on a minute.,She is not.,She did not.
2838,158,5,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,That's not true.,Hang on a minute.,She did not.,She is not.
2839,158,6,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,Nope.,Wait no.,She is not.,She did not.
2840,158,6,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,Nope.,Wait no.,She did not.,She is not.
2841,158,7,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,Nope.,"Hey, wait a minute.",She is not.,She did not.
2842,158,7,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,Nope.,"Hey, wait a minute.",She did not.,She is not.
2843,158,8,False,coord,Edwin,Emmanuel,The swimmer is reading a newly released sci-fi book and looked concerned about the weather tomorrow.,Nope.,Hang on a minute.,She is not.,She did not.
2844,158,8,True,coord,Edwin,Emmanuel,The swimmer looked concerned about the weather tomorrow and is reading a newly released sci-fi book.,Nope.,Hang on a minute.,She did not.,She is not.
2845,159,0,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,No.,Wait no.,He is not.,He did not.
2846,159,0,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,No.,Wait no.,He did not.,He is not.
2847,159,1,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,No.,"Hey, wait a minute.",He is not.,He did not.
2848,159,1,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,No.,"Hey, wait a minute.",He did not.,He is not.
2849,159,2,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,No.,Hang on a minute.,He is not.,He did not.
2850,159,2,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,No.,Hang on a minute.,He did not.,He is not.
2851,159,3,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,That's not true.,Wait no.,He is not.,He did not.
2852,159,3,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,That's not true.,Wait no.,He did not.,He is not.
2853,159,4,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
2854,159,4,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
2855,159,5,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,That's not true.,Hang on a minute.,He is not.,He did not.
2856,159,5,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,That's not true.,Hang on a minute.,He did not.,He is not.
2857,159,6,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,Nope.,Wait no.,He is not.,He did not.
2858,159,6,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,Nope.,Wait no.,He did not.,He is not.
2859,159,7,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,Nope.,"Hey, wait a minute.",He is not.,He did not.
2860,159,7,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,Nope.,"Hey, wait a minute.",He did not.,He is not.
2861,159,8,False,coord,Angela,Devon,The hairdresser is an avid foodie and went to the post office.,Nope.,Hang on a minute.,He is not.,He did not.
2862,159,8,True,coord,Angela,Devon,The hairdresser went to the post office and is an avid foodie.,Nope.,Hang on a minute.,He did not.,He is not.
2863,160,0,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,No.,Wait no.,He is not.,He did not.
2864,160,0,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,No.,Wait no.,He did not.,He is not.
2865,160,1,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,No.,"Hey, wait a minute.",He is not.,He did not.
2866,160,1,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,No.,"Hey, wait a minute.",He did not.,He is not.
2867,160,2,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,No.,Hang on a minute.,He is not.,He did not.
2868,160,2,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,No.,Hang on a minute.,He did not.,He is not.
2869,160,3,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,That's not true.,Wait no.,He is not.,He did not.
2870,160,3,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,That's not true.,Wait no.,He did not.,He is not.
2871,160,4,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
2872,160,4,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
2873,160,5,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,That's not true.,Hang on a minute.,He is not.,He did not.
2874,160,5,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,That's not true.,Hang on a minute.,He did not.,He is not.
2875,160,6,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,Nope.,Wait no.,He is not.,He did not.
2876,160,6,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,Nope.,Wait no.,He did not.,He is not.
2877,160,7,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,Nope.,"Hey, wait a minute.",He is not.,He did not.
2878,160,7,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,Nope.,"Hey, wait a minute.",He did not.,He is not.
2879,160,8,False,coord,Miranda,Victor,The fisherman is good at communication and got stung by a wasp the other day.,Nope.,Hang on a minute.,He is not.,He did not.
2880,160,8,True,coord,Miranda,Victor,The fisherman got stung by a wasp the other day and is good at communication.,Nope.,Hang on a minute.,He did not.,He is not.
2881,161,0,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,No.,Wait no.,She is not.,She does not.
2882,161,0,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,No.,Wait no.,She does not.,She is not.
2883,161,1,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,No.,"Hey, wait a minute.",She is not.,She does not.
2884,161,1,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,No.,"Hey, wait a minute.",She does not.,She is not.
2885,161,2,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,No.,Hang on a minute.,She is not.,She does not.
2886,161,2,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,No.,Hang on a minute.,She does not.,She is not.
2887,161,3,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,That's not true.,Wait no.,She is not.,She does not.
2888,161,3,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,That's not true.,Wait no.,She does not.,She is not.
2889,161,4,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,That's not true.,"Hey, wait a minute.",She is not.,She does not.
2890,161,4,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,That's not true.,"Hey, wait a minute.",She does not.,She is not.
2891,161,5,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,That's not true.,Hang on a minute.,She is not.,She does not.
2892,161,5,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,That's not true.,Hang on a minute.,She does not.,She is not.
2893,161,6,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,Nope.,Wait no.,She is not.,She does not.
2894,161,6,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,Nope.,Wait no.,She does not.,She is not.
2895,161,7,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,Nope.,"Hey, wait a minute.",She is not.,She does not.
2896,161,7,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,Nope.,"Hey, wait a minute.",She does not.,She is not.
2897,161,8,False,coord,Max,Liam,The nun is standing next to the tree and has red hair.,Nope.,Hang on a minute.,She is not.,She does not.
2898,161,8,True,coord,Max,Liam,The nun has red hair and is standing next to the tree.,Nope.,Hang on a minute.,She does not.,She is not.
2899,162,0,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,No.,Wait no.,He is not.,He does not.
2900,162,0,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,No.,Wait no.,He does not.,He is not.
2901,162,1,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,No.,"Hey, wait a minute.",He is not.,He does not.
2902,162,1,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,No.,"Hey, wait a minute.",He does not.,He is not.
2903,162,2,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,No.,Hang on a minute.,He is not.,He does not.
2904,162,2,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,No.,Hang on a minute.,He does not.,He is not.
2905,162,3,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,That's not true.,Wait no.,He is not.,He does not.
2906,162,3,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,That's not true.,Wait no.,He does not.,He is not.
2907,162,4,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,That's not true.,"Hey, wait a minute.",He is not.,He does not.
2908,162,4,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,That's not true.,"Hey, wait a minute.",He does not.,He is not.
2909,162,5,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,That's not true.,Hang on a minute.,He is not.,He does not.
2910,162,5,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,That's not true.,Hang on a minute.,He does not.,He is not.
2911,162,6,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,Nope.,Wait no.,He is not.,He does not.
2912,162,6,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,Nope.,Wait no.,He does not.,He is not.
2913,162,7,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,Nope.,"Hey, wait a minute.",He is not.,He does not.
2914,162,7,True,coord,Gabriela,George,The florist has strong opinions about all kinds of things and is tall.,Nope.,"Hey, wait a minute.",He does not.,He is not.
2915,162,8,False,coord,Gabriela,George,The florist is tall and has strong opinions about all kinds of things.,Nope.,Hang on a minute.,He is not.,He does not.
