idx,item,sentence,prefix,stimulus,type
261,130,"Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""No, she has not.""","Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""No,","she has not.""",neg_main_good
261,130,"Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""Wait no, she has not.""","Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""Wait no,","she has not.""",neg_main_bad
261,130,"Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""Wait no, she was not.""","Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""Wait no,","she was not.""",neg_arc_good
261,130,"Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""No, she was not.""","Martin said, ""The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."" Avery replied, ""No,","she was not.""",neg_arc_bad
262,131,"Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""No, he was not.""","Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""No,","he was not.""",neg_main_good
262,131,"Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""Wait no, he was not.""","Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""Wait no,","he was not.""",neg_main_bad
262,131,"Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""Wait no, he has not.""","Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""Wait no,","he has not.""",neg_arc_good
262,131,"Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""No, he has not.""","Alexander said, ""The attendant, who has been around for a while, was born in Ecuador."" Cole replied, ""No,","he has not.""",neg_arc_bad
263,131,"Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""No, he has not.""","Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""No,","he has not.""",neg_main_good
263,131,"Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""Wait no, he has not.""","Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""Wait no,","he has not.""",neg_main_bad
263,131,"Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""Wait no, he was not.""","Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""Wait no,","he was not.""",neg_arc_good
263,131,"Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""No, he was not.""","Alexander said, ""The attendant, who was born in Ecuador, has been around for a while."" Cole replied, ""No,","he was not.""",neg_arc_bad
264,132,"Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""No, she was not.""","Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""No,","she was not.""",neg_main_good
264,132,"Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""Wait no, she was not.""","Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""Wait no,","she was not.""",neg_main_bad
264,132,"Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""Wait no, she has not.""","Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""Wait no,","she has not.""",neg_arc_good
264,132,"Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""No, she has not.""","Kayla said, ""The violinist, who has been earning money by making YouTube videos, was listening to classical music."" Shelby replied, ""No,","she has not.""",neg_arc_bad
265,132,"Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""No, she has not.""","Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""No,","she has not.""",neg_main_good
265,132,"Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""Wait no, she has not.""","Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""Wait no,","she has not.""",neg_main_bad
265,132,"Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""Wait no, she was not.""","Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""Wait no,","she was not.""",neg_arc_good
265,132,"Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""No, she was not.""","Kayla said, ""The violinist, who was listening to classical music, has been earning money by making YouTube videos."" Shelby replied, ""No,","she was not.""",neg_arc_bad
266,133,"Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""No, he was not.""","Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""No,","he was not.""",neg_main_good
266,133,"Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""Wait no, he was not.""","Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""Wait no,","he was not.""",neg_main_bad
266,133,"Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""Wait no, he has not.""","Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""Wait no,","he has not.""",neg_arc_good
266,133,"Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""No, he has not.""","Daisy said, ""The writer, who has been checking the clock for five hours, was famous in Italy."" Jasmine replied, ""No,","he has not.""",neg_arc_bad
267,133,"Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""No, he has not.""","Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""No,","he has not.""",neg_main_good
267,133,"Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""Wait no, he has not.""","Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""Wait no,","he has not.""",neg_main_bad
267,133,"Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""Wait no, he was not.""","Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""Wait no,","he was not.""",neg_arc_good
267,133,"Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""No, he was not.""","Daisy said, ""The writer, who was famous in Italy, has been checking the clock for five hours."" Jasmine replied, ""No,","he was not.""",neg_arc_bad
268,134,"Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""No, he was not.""","Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""No,","he was not.""",neg_main_good
268,134,"Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""Wait no, he was not.""","Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""Wait no,","he was not.""",neg_main_bad
268,134,"Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""Wait no, he has not.""","Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""Wait no,","he has not.""",neg_arc_good
268,134,"Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""No, he has not.""","Samuel said, ""The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."" Anna replied, ""No,","he has not.""",neg_arc_bad
269,134,"Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""No, he has not.""","Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""No,","he has not.""",neg_main_good
269,134,"Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""Wait no, he has not.""","Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""Wait no,","he has not.""",neg_main_bad
269,134,"Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""Wait no, he was not.""","Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""Wait no,","he was not.""",neg_arc_good
269,134,"Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""No, he was not.""","Samuel said, ""The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."" Anna replied, ""No,","he was not.""",neg_arc_bad
270,135,"Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""No, he was not.""","Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""No,","he was not.""",neg_main_good
270,135,"Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""Wait no, he was not.""","Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""Wait no,","he was not.""",neg_main_bad
270,135,"Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""Wait no, he has not.""","Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""Wait no,","he has not.""",neg_arc_good
270,135,"Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""No, he has not.""","Megan said, ""The florist, who has been around for a while, was famous in Italy."" Marissa replied, ""No,","he has not.""",neg_arc_bad
271,135,"Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""No, he has not.""","Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""No,","he has not.""",neg_main_good
271,135,"Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""Wait no, he has not.""","Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""Wait no,","he has not.""",neg_main_bad
271,135,"Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""Wait no, he was not.""","Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""Wait no,","he was not.""",neg_arc_good
271,135,"Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""No, he was not.""","Megan said, ""The florist, who was famous in Italy, has been around for a while."" Marissa replied, ""No,","he was not.""",neg_arc_bad
272,136,"Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""No, she was not.""","Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""No,","she was not.""",neg_main_good
272,136,"Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""Wait no, she was not.""","Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""Wait no,","she was not.""",neg_main_bad
272,136,"Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""Wait no, she has not.""","Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""Wait no,","she has not.""",neg_arc_good
272,136,"Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""No, she has not.""","Leslie said, ""The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."" Jennifer replied, ""No,","she has not.""",neg_arc_bad
273,136,"Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""No, she has not.""","Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""No,","she has not.""",neg_main_good
273,136,"Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""Wait no, she has not.""","Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""Wait no,","she has not.""",neg_main_bad
273,136,"Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""Wait no, she was not.""","Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""Wait no,","she was not.""",neg_arc_good
273,136,"Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""No, she was not.""","Leslie said, ""The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."" Jennifer replied, ""No,","she was not.""",neg_arc_bad
274,137,"Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""No, he was not.""","Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""No,","he was not.""",neg_main_good
274,137,"Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""Wait no, he was not.""","Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""Wait no,","he was not.""",neg_main_bad
274,137,"Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""Wait no, he has not.""","Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""Wait no,","he has not.""",neg_arc_good
274,137,"Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""No, he has not.""","Kyle said, ""The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."" Adrian replied, ""No,","he has not.""",neg_arc_bad
275,137,"Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""No, he has not.""","Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""No,","he has not.""",neg_main_good
275,137,"Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""Wait no, he has not.""","Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""Wait no,","he has not.""",neg_main_bad
275,137,"Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""Wait no, he was not.""","Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""Wait no,","he was not.""",neg_arc_good
275,137,"Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""No, he was not.""","Kyle said, ""The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."" Adrian replied, ""No,","he was not.""",neg_arc_bad
276,138,"Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""No, he was not.""","Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""No,","he was not.""",neg_main_good
276,138,"Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""Wait no, he was not.""","Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""Wait no,","he was not.""",neg_main_bad
276,138,"Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""Wait no, he has not.""","Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""Wait no,","he has not.""",neg_arc_good
276,138,"Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""No, he has not.""","Charles said, ""The comedian, who has lost a child, was surprised about the exciting news."" Kara replied, ""No,","he has not.""",neg_arc_bad
277,138,"Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""No, he has not.""","Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""No,","he has not.""",neg_main_good
277,138,"Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""Wait no, he has not.""","Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""Wait no,","he has not.""",neg_main_bad
277,138,"Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""Wait no, he was not.""","Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""Wait no,","he was not.""",neg_arc_good
277,138,"Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""No, he was not.""","Charles said, ""The comedian, who was surprised about the exciting news, has lost a child."" Kara replied, ""No,","he was not.""",neg_arc_bad
278,139,"Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""No, she was not.""","Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""No,","she was not.""",neg_main_good
278,139,"Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""Wait no, she was not.""","Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""Wait no,","she was not.""",neg_main_bad
278,139,"Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""Wait no, she has not.""","Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""Wait no,","she has not.""",neg_arc_good
278,139,"Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""No, she has not.""","Desiree said, ""The detective, who has been chosen to audition for the All Stars game, was angry."" Jack replied, ""No,","she has not.""",neg_arc_bad
279,139,"Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""No, she has not.""","Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""No,","she has not.""",neg_main_good
279,139,"Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""Wait no, she has not.""","Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""Wait no,","she has not.""",neg_main_bad
279,139,"Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""Wait no, she was not.""","Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""Wait no,","she was not.""",neg_arc_good
279,139,"Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""No, she was not.""","Desiree said, ""The detective, who was angry, has been chosen to audition for the All Stars game."" Jack replied, ""No,","she was not.""",neg_arc_bad
280,140,"Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""No, she would not.""","Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""No,","she would not.""",neg_main_good
280,140,"Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""Wait no, she would not.""","Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""Wait no,","she would not.""",neg_main_bad
280,140,"Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""Wait no, she has not.""","Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""Wait no,","she has not.""",neg_arc_good
280,140,"Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""No, she has not.""","Camryn said, ""The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."" Madison replied, ""No,","she has not.""",neg_arc_bad
281,140,"Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""No, she has not.""","Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""No,","she has not.""",neg_main_good
281,140,"Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""Wait no, she has not.""","Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""Wait no,","she has not.""",neg_main_bad
281,140,"Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""Wait no, she would not.""","Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""Wait no,","she would not.""",neg_arc_good
281,140,"Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""No, she would not.""","Camryn said, ""The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."" Madison replied, ""No,","she would not.""",neg_arc_bad
282,141,"Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""No, she would not.""","Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""No,","she would not.""",neg_main_good
282,141,"Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""Wait no, she would not.""","Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""Wait no,","she would not.""",neg_main_bad
282,141,"Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""Wait no, she has not.""","Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""Wait no,","she has not.""",neg_arc_good
282,141,"Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""No, she has not.""","Hailey said, ""The linguist, who has lost a child, would go to the park for a walk in the evenings."" Dominic replied, ""No,","she has not.""",neg_arc_bad
283,141,"Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""No, she has not.""","Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""No,","she has not.""",neg_main_good
283,141,"Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""Wait no, she has not.""","Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""Wait no,","she has not.""",neg_main_bad
283,141,"Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""Wait no, she would not.""","Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""Wait no,","she would not.""",neg_arc_good
283,141,"Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""No, she would not.""","Hailey said, ""The linguist, who would go to the park for a walk in the evenings, has lost a child."" Dominic replied, ""No,","she would not.""",neg_arc_bad
284,142,"Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""No, he would not.""","Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""No,","he would not.""",neg_main_good
284,142,"Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""Wait no, he would not.""","Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""Wait no,","he would not.""",neg_main_bad
284,142,"Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""Wait no, he has not.""","Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""Wait no,","he has not.""",neg_arc_good
284,142,"Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""No, he has not.""","Timothy said, ""The solider, who has been neighbors with the mayor, would drink coffee after lunch."" Malik replied, ""No,","he has not.""",neg_arc_bad
285,142,"Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""No, he has not.""","Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""No,","he has not.""",neg_main_good
285,142,"Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""Wait no, he has not.""","Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""Wait no,","he has not.""",neg_main_bad
285,142,"Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""Wait no, he would not.""","Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""Wait no,","he would not.""",neg_arc_good
285,142,"Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""No, he would not.""","Timothy said, ""The solider, who would drink coffee after lunch, has been neighbors with the mayor."" Malik replied, ""No,","he would not.""",neg_arc_bad
286,143,"Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""No, he would not.""","Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""No,","he would not.""",neg_main_good
286,143,"Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""Wait no, he would not.""","Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""Wait no,","he would not.""",neg_main_bad
286,143,"Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""Wait no, he has not.""","Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""Wait no,","he has not.""",neg_arc_good
286,143,"Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""No, he has not.""","Jordan said, ""The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."" Selena replied, ""No,","he has not.""",neg_arc_bad
287,143,"Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""No, he has not.""","Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""No,","he has not.""",neg_main_good
287,143,"Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""Wait no, he has not.""","Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""Wait no,","he has not.""",neg_main_bad
287,143,"Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""Wait no, he would not.""","Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""Wait no,","he would not.""",neg_arc_good
287,143,"Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""No, he would not.""","Jordan said, ""The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."" Selena replied, ""No,","he would not.""",neg_arc_bad
288,144,"Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""No, she would not.""","Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""No,","she would not.""",neg_main_good
288,144,"Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""Wait no, she would not.""","Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""Wait no,","she would not.""",neg_main_bad
288,144,"Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""Wait no, she has not.""","Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""Wait no,","she has not.""",neg_arc_good
288,144,"Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""No, she has not.""","Bethany said, ""The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."" Isabel replied, ""No,","she has not.""",neg_arc_bad
