verb1,verb2,vp1,vp2,subj,prn,name1,name2,generations_vp1,generations_vp2
is,did,is an avid foodie,went to the post office,The hairdresser,he,Angela,Devon,"['""And she is a bit of a foodie.""', '""He is also a food critic.""', '""The hairdresser is an avid foodie"".', 'User: \nUser: The hairdresser is an avid food', '""I\'m a foodie too"".', 'User: \nUser: \nUser: \nUser:', '""The hairdresser is an avid foodie"".', '""The hairdresser is an avid foodie"".', '""The hairdresser is an avid foodie"".', '""That\'s correct, Angela. I\'ve heard about her.""']","['""The hairdresser went to the post office, but not', '""He went to the post office.""', '""The post office was closed.""', '""The hairdresser went to the post office"".', '""The hairdresser went to the post office.""\nWhat is', 'User: \nUser: \nUser: \nUser:', '""The post office went to the hairdresser"".', '""The hairdresser went to the post office."",', '""The post office was very busy today"".', '""The hairdresser went to the post office."" How would you']"
is,did,is good at communication,got stung by a wasp the other day,The fisherman,he,Miranda,Victor,"['""The fisherman is good at being able to communicate."" Which of the following sentences', '""He is not good at communication.""', '""The fisherman is good at communication"".', '""I don\'t think so.""', 'Answer:', '""The fisherman is good at communication."" Explain the relationship between the two sentences.', '""The fisherman is good at communicating.""', '""That is true.""', '""The fisherman is not good at communication"".', '""The fisherman is good at communication.""']","['""The fisherman got stung by a wasp the other day.""  Which', '""The wasp was a little bit bigger than the fisherman"".  The two', '""The wasp got stung by a fisherman.""', '""I saw it on the beach"".\nIs this sentence grammatically correct', 'Answer:', '""The wasp was about 5 feet tall, but I was in the', '""It was a local species."" What is the name of the local species', '""That was a long story, but it was an insect. A', '""The fisherman got stung by a wasp the other day"". Who did', '""The wasp, in fact, got stung by the fisherman.""']"
is,does,is standing next to the tree,has red hair,The nun,she,Max,Liam,"['""The nun is standing next to the tree"", and the other user replies,', '""The nun is standing next to the tree"".', '""The nun is standing next to the tree"".', '""She is standing on the top of the tree"", \nand Alex replied', '""The tree is standing next to the nun.""\n\nIs this sentence correct?', 'User: Liam replied ""The nun is standing next to the tree"".', '""The nun is standing next to the tree.""', '""The nun is standing next to the tree"".\nCan you solve this puzzle', '""The nun is standing next to the tree"". How did Liam answer the question', '""She is standing next to the tree.""']","['""The nun has blue hair"".', '""The nun has red hair."" What was the original statement of', '""The nun has a red hair"". \nIs this', '""The nun has red hair"".\nUser: Liam said', '""The nun has brown hair"". Liam then said, ""', '""She has blue hair"".  What is the relationship between Max', '""The nun has brown hair"".\n\nUser: The', '""The nun is very tall."" How many ways can Liam', '""The nun has blonde hair"". \nMax:', '""The nun has brown hair"".  What is the difference between']"
is,does,is tall,has strong opinions about all kinds of things,The florist,he,Gabriela,George,"['""The florist is short"".', '""The florist is short."" What is the correct answer?\nOptions:', '""The florist is short"".', '""The florist is not tall"".\n\nUser: The florist is tall', '""The florist is short.""', '""The florist is tall.""', '""The florist is short"". What is the name of the florist?', 'Gabriela replied, ""The florist is short.""', '""The florist is short."" What was the relationship between the two people?', '""The flower vendor is tall"". \nUser: What is the correct answer']","['""The florist has strong opinions about all kinds of things.', '""She is not a professional florist."" What are the correct', '""The florist has strong opinions about all kinds of things', '""I don\'t think so. The florist is just an', 'Answer:', '""The florist has strong opinions about flowers, but not everything', '""What do you mean, ""strong opinions""?', 'Gabriela: I would be more than happy to', '""The florist has strong opinions about everything."" What is the', 'User: George, I hope you understand my meaning.']"
is,does,is a proud New Yorker,frequently gives extreme opinions without backing them up,The musician,he,Jorge,Mario,"['""The musician is a proud New Yorker"".', '""He is also a New Yorker.""', '""Jorge is a New Yorker"". \nRewrite the sentence to make', '""The musician is a proud New Yorker"".\nIs the statement ""The musician is a', '""My name is Mario. I am a New Yorker.""\nWhat is the correct order', 'User: Mario: ""The musician is a proud New Yorker"".\nUser: Mario', '""The musician is a proud New Yorker"".\n\nAnswer the following question:', '""He\'s not New Yorker, he\'s American.""', '""The musician is a proud New Yorker"", and then Mario replied, ""The musician is', '""That is the correct answer, Jorge, because New York is a big city. The']","['""The musician frequently gives extreme opinions without backing them up"".', '""I think that\'s not right.""', '""The musician frequently gives extreme opinions without backing them up"".', '""Jorge is a good artist but I think Mario is the one with', '""I\'m afraid that if I were you, I\'d probably give a similar', 'User: \nUser: \nUser: \nUser:', '""The musician often gives extreme opinions without backing them up"".', '""The musician frequently gives extreme opinions without backing them up"".', '""The musician frequently gives extreme opinions without backing them up"".\nThe corrected sentence', '""That\'s correct, Jorge. In that case, we should be prepared']"
is,does,is standing next to the tree,usually trains all year for the national competition,The anthropologist,he,Carter,Isabel,"['""The anthropologist is standing next to the tree.""', '""The anthropologist is standing next to the tree"".', '""The anthropologist is standing beside the tree.""', '""I saw the tree, it\'s there"",  ""The tree is there"" and', '""The tree is next to the anthropologist.""', '""The anthropologist is standing beside the tree"".', '""The anthropologist is sitting next to the tree"".', '""That is the best answer to that question.""', '""The tree is standing next to the anthropologist.""', '""The anthropologist is standing next to the tree"".']","['""The anthropologist has to train for at least 12 weeks.""', '""The anthropologist usually trains all year for the national competition"".', '""The anthropologist usually trains for 6 months before the competition, then', '""I only trained for the national competition. The anthropologist must train every year.""', '""The anthropologist usually trains all year for the national competition, but on the', '""The anthropologist usually trains all year for the national competition.""', '""But I\'m usually teaching this year.""\nIf you can answer the question', '""That would be the most appropriate response"".', '""This is not true, the anthropologist was also training in the national competition for', 'User: Is Isabel saying that the anthropologist usually trains all year for the national']"
is,does,is a cordial person,enjoys having barbecues near the beach,The dentist,he,Alex,Madeline,"['""Alex is a cordial person"".', '""I think that\'s not right.""', '""Madeline said, ""The dentist is a cordial person"".\nThe', '""The dentist is a cordial person"".', '""The dentist is a cordial person"".\n\nCan we conclude that Madeline', 'User: Madeline replied ""The dentist is a cordial person"" in response', '""The dentist is a cordial person"".\n\nWho was the first to', 'A:', '""The dentist is a very friendly person"".', '""That\'s correct, Madeline, because the dentist is a cordial person']","['Madeline: \nAlex: I have just finished reading the report', '""I also like to go on a beach vacation.""', '""Madeline has a great hobby of writing stories about her childhood."",', '""Madeline enjoys having barbecues near the beach"", and Madeline', '""The dentist enjoys having barbecues near the beach.""\n\nWhat is', 'User: Madeline replied ""The dentist enjoys having barbecues near the', '""The dentist enjoys having barbecues near the beach.""', 'A:', '""The dentist enjoys having barbecues near the beach.""\nCan you figure', '""The dentist enjoys having barbecues near the beach.""']"
is,does,is about to fall asleep,rides a bike to the nearest park,The tenant,she,Danielle,Ava,"['""The tenant is about to fall asleep"".\nIs Ava correct in answering Daniel', '""The tenant is about to fall asleep"".', '""The tenant is about to fall asleep.""', '""I see the pattern, it\'s going to be a long night"".', '""The tenant is about to fall asleep"".', '""The tenant is about to fall asleep"".', '""It\'s going to be quiet.""', '""And what\'s the most important thing to know about the tenant?"",', '""The tenant is about to fall asleep"".', '""The tenant is about to fall asleep"".']","['""The tenant rides a bike to the nearest park."" Can you correct the', '""The tenant rides a bike to the nearest park.""', '""The tenant rides a bike to the nearest park"".', '""The apartment building is not an apartment building.""', '""The bike rides to the nearest park.""', '""The tenant rides a bike to the nearest park, as well.""', '""The tenant rides a bike to the nearest park"".  What can be', '""The tenant rides a bike to the nearest park"".', '""The tenant rides a bike to the nearest park.""', '""The tenant rides a bike to the nearest park, which is the']"
is,does,is reading a newly released sci-fi book,takes a vitamin everyday,The diver,she,Claire,Vincent,"['Claire: \nVincent: ""The book\'s title', '""Vincent, that book is quite long, it\'s probably one', '""The diver is reading a recently released sci-fi book"".', '""Claire read the book"".\nClaire:', '""Claire, I\'m looking for a book on the new sci-', 'User: \nUser: \nUser: \nUser:', ""Claire, I've been reading the latest sci-fi novel,"", '""The book was published in the year 2015"",', '""The diver is reading a newly released sci-fi book"".\nIs', '""The book is very interesting, but I don\'t think it will be']","['Vincent: ""The vitamin is important.""', '""Vincent is a good swimmer."" What is the most logical answer to the question:', '""The diver takes a vitamin everyday"". \nIs this sentence grammatically correct?', '""The man does not take vitamins"". Can you describe the relationship between these two sentences?', '""The diver takes a vitamin every day"".\n\nClaire: I understand now. Let', 'User: \nUser: \nUser: \nUser: \nUser:', 'Claire,\nHere is the revised paragraph with a rewritten response:\nVincent', '""The diver always takes a vitamin every day."" What is the correct interpretation of these two statements', '""The diver always takes a vitamin every day"". How many words are in the sentence ""The', '""The vitamin does not take a fish oil supplement everyday."" How would you describe the relationship between']"
is,does,is learning Spanish,hates horror movies,The director,she,Ava,Sara,"['""The director has learned Spanish.""', '""The director is learning Spanish."", and so on.', '""The director is learning French"".', '""She has only learned Spanish for two years.""', 'Answer:', '""The director is learning French.""', '""The director is learning Italian."" What is the sentence about Sara\'s statement', 'A:', '""The director is learning Spanish.""\nIs Sara correct in her answer?', '""She is learning Spanish, too."" How many words did Sara say in']","['""The director hates horror movies.""', '""She hates scary movies."" What is Sara\'s name?', '""The director hates horror movies"".\nUser: The director hates horror movies.', '""She has only seen horror movies once.""\nUser: Is Sara correct that Ava h', 'Answer:', '""The director hates horror movies.""\nMe:  You can use the phrase ""The', '""The director hates horror movies.""', 'A:', '""The director hates movies.""\nIs Sara correct in her response?', '""She is very good at that.""']"
is,does,is standing next to the tree,hates horror movies,The writer,he,Javier,Jocelyn,"['Jocelyn said, ""The writer is standing next', '""He is standing next to the tree.""', '""Jocelyn is standing next to the tree"".', '""The writer is standing next to the tree.""', '""The tree is standing next to Javier.""\n\nIs', 'Jocelyn: ""The tree is next to the', 'Jocelyn: \nUser: ""I think', '""The writer is standing next to the tree"".', '""The writer is standing next to the tree"". How can we', '""The writer is standing next to the tree."" How would you']","['Jocelyn: \nJocelyn:', '""the writer hates horror movies.""', '""Jocelyn hates horror movies"".', '""The writer hates horror movies"".', '""The writer hates horror movies"".', '""The writer hates horror movies."" What are the possible meanings', '""The writer hates horror movies"".\nUser: The', '""The writer hates horror movies.""', '""The writer hates horror movies"".', '""The writer hates horror movies."" What is the difference between']"
is,does,is eccentric and difficult to control,usually drives three hours a day,The make-up artist,he,Payton,Kendra,"['""The make-up artist is eccentric and difficult to control.""', '""She is not eccentric at all. She is quite sensible,', '""The make-up artist is eccentric and difficult to control', '""She has the most beautiful face in the world.""', '""The make-up artist is eccentric and difficult to control', '""The make-up artist is eccentric and difficult to control.""', '""It\'s not that hard to control. You just need to', '""And what\'s the story behind that? ""\nUser', '""She\'s not difficult to control. She is eccentric and difficult', ""User: Kendra replied to the user's previous message as""]","['""The make-up artist usually drives three hours a day.""', '""She drives two hours a day and one hour a day for', '""The makeup artist usually drives two hours a day"".', '""She works at the studio. She works here on weekends.""', '""The make-up artist usually drives three hours a day', '""The make-up artist usually drives three hours a day.""', '""The make-up artist usually drives three hours a day.""', '""That would be the most productive day in the week,', '""The makeup artist drives three hours a day."" What is the', '""She is usually driving three hours a day."" How many minutes']"
is,has,is tall,has been a long time fan of Ariana Grande,The manager,he,Adriana,Heather,"['""The manager is short."" \nUser: Based on this', '""He is tall.""', '""The manager is short."" How would you describe the relationship between', '""The manager is very tall"".\nIf I had to guess', '""The manager is short"". What are the possible meanings of the', '""The manager is short"".  What is the relationship between Adri', '""I have seen her at the office and she is a tall', '""The manager is short"".  How many inches tall are both', '""The manager is short"". How tall is Heather?', '""The manager is very tall"".  Explain the meaning of these']","['I was an early fan of Ariana Grande when', '""He is an amazing singer."" What was the original', '""The manager has been a long time fan of', '""The manager has been a long time fan of Ari', '""I\'m surprised that Ariana\'s music has been', 'User: \nUser: \nUser:', ""I have to say, I'm really excited about"", '""Ariana Grande is a big fan of your', '""The manager has been a long time fan of Ari', '""Ariana Grande is a long time fan of']"
is,has,is a U.S. immigrant from Vietnam,has collected about 100 movie posters so far,The model,she,Vanessa,Aidan,"['""The model is a U.S. immigrant from Vietnam.""', '""She is from Canada."" What are the possible meanings of the', '""The model is an American citizen"".\nUser: Van', '""She is from the U.S. A person from the', 'Answer:', '""The model is a U.S. immigrant from Vietnam.""', '""What\'s your name?""  The user was not able to', '""That\'s true.""', '""Vanessa is an American.""', '""The model is a U.S. immigrant from Vietnam']","['""The model has collected about 200 movie', '""She has 200 posters."" What is', '""The model has collected about 100', '""She has only collected 30 posters so far', 'Answer:', '""The models I work with, I work with,', '""Vanessa collected about 100 movie posters', '""And what\'s the most popular movie that the', '""Vanessa has collected 100 movie posters', '""She has collected about 200 movie posters']"
is,has,is always trustworthy,has worked in the industry for more than 10 years,The reporter,she,Amanda,Jonathan,"['Answer:', '""He is also not trustworthy."" What was the original statement?', '""Not that I care to disagree"".', '""The reporter is always trustworthy"".\nIf it is possible to determine that the reporter is', '""Of course, but what if I just said, \'I\'m not trustworthy.\' How', 'User: \nUser: \nUser: \nUser: \nUser', '""The reporter is always truthful"".', 'A:', '""The reporter is always trustworthy"".', '""The reporter is always trustworthy"".  Explain the meaning of these two sentences and their usage']","['Answer:', '""the reporter has worked in the industry for less than', '""The reporter has worked in the industry for more', '""The reporter has worked in the industry for over', '""I\'m 18 years old and have been', '""The reporter has worked in the industry for more than', 'A:', '""The reporter worked for more than 10 years', '""The reporter has worked in the industry for 1', '""The reporter has worked in the industry for 1']"
is,has,is always on time,has collected about 100 movie posters so far,The cheerleader,she,Destiny,Antonio,"['""The cheerleader is always on time"".\nIs this sentence correct?', '""She is always on time."" What is the correct answer?\nOptions are:', '""The cheerleader is always on time.""', '""She has to be."".', '""She\'s always on time.""', '""She is always on time.""', '""Destiny said, ""The cheerleader is always on time"".', '""That is true.""', '""She is always on time."" What was the original meaning of the sentence?\nOptions', '""The cheerleader is always on time"".']","['""The cheerleader collected about 200 movie', '""She has 200 posters."" What is', '""The cheerleader has collected 100', '""She has only 50 movie posters"", what', 'Answer:', '""The movie poster will be displayed in the lobby"",', '""It\'s going to be a lot more than that', '""And what\'s the most popular movie that the', '""She bought about 100 movie posters so', '""She has collected about 30 movie posters so']"
is,has,is reading a newly released sci-fi book,has been keeping a diary for 15 years,The photographer,she,Charles,Cesar,"['Cesar: \nUser: I have just finished reading the', '""He is reading the new sci-fi book, which has a', '""Charles said, ""The photographer is reading a newly released sci', '""The book has been released"".\nIf I had to guess the', '""Charles is reading a new sci-fi book"".', 'User: \nCharles said, ""The photographer is reading a', '""The photographer is reading a new sci-fi book"".', 'A:', '""The book is called ""The Nostalgia Book""."".', '""The photographer is reading a newly released sci-fi book.""']","['Cesar: \nUser: I have just finished reading', '""He is an old man.""', '""Charles said, ""The photographer has been keeping a diary', '""The photographer has been keeping a diary for 15 years', '""Charles said, \'The photographer has been keeping a diary for', 'User: \nCharles said, ""The photographer has been', 'Charles: ""The photographer has been keeping a diary for', '""He\'s always been looking for a story."" What\'s the', '""The photographer has been keeping a diary for 15 years', '""The photographer has been keeping a diary for 15 years']"
is,has,is good looking,has been around for a while,The publicist,she,Eric,Jada,"['""The publicist is not good looking"".\nEric:', '""She is not good looking."" What is the correct answer?', '""The publicist is a woman"".', '""She has the best haircut in the world."" Explain how the', '""The publicist is not good looking"".', '""The publicist is very tall"".\nIs it possible for J', '""You can\'t be serious about getting a job"".\nWhat can', '""That\'s true.""', '""She is not"".\nJada:', ""User: I don't know what you mean. You are referring""]","['""The publicist has been around for a long time"".', '""She has been in the industry for over 10 years', '""The publicist has been around for a little over', '""I\'ve been with him for three years.""', '""The publicist has been around for a while"".', '""The publicist has been around for a few years now.""', '""It\'s not that long ago.""', '""That was a long time ago"".', '""The publicist has been around for a few years now"".', '""The publicist is a well-known professional, which']"
is,has,is a proud New Yorker,has been staying in Hawaii for two months,The therapist,she,Ashley,Danielle,"['""The therapist is a proud New Yorker"".', '""He is also a proud New Yorker.""', '""Danielle is a proud New Yorker"", but Ashley then said', '""She\'s a proud New Yorker"".', '""I\'m from New York"".', 'User: Ashley: ""Danielle said, ""The therapist is', '""The therapist is a proud New Yorker"".', 'A:', '""The therapist is a proud New Yorker"".', '""That\'s right, Ashley. I\'ve heard that from the']","['""And the therapist is now at a', '""He is staying in Hawaii for two months', '""The therapist has been staying in Hawaii', '""The therapist has been staying in Hawaii for', '""I\'m going to Hawaii for two months', 'User: Ashley: ""Danielle has', '""The therapist has been staying in Hawaii', '""The therapist is staying in Hawaii for two', '""The therapist has been staying in Hawaii for', '""The therapist has been staying in Hawaii for']"
is,has,is lying on the red futon,has worked in the industry for more than 10 years,The stewardess,she,Meghan,Isaiah,"['""The stewardess is lying on the red futon.""', '""Meghan is lying on the red futon.""', '""The stewardess is lying on the red futon,', '""She is lying on the red futon.""', 'Answer:', '""The stewardess is lying on the red futon.""', '""Meghan is lying on the red futon"".', 'Meghan said, ""The stewardess is lying on the', '""She is lying on the white futon.""', 'User: Can you respond to the user who said, ""Me']","['""Meghan has worked in the industry for', '""Meghan has worked in the industry for', '""The stewardess has worked in', '""She has been with me for more than', '""Meghan said, \'The stew', '""She is 18 years old"".', '""Meghan said that the stewardess', 'Meghan said, ""The steward', '""Meghan has 10 years of', '""She\'s been with the company for']"
is,has,is always trustworthy,has been around for a while,The nanny,she,Gregory,Brayden,"['""The nanny is always trustworthy"".', '""I think that\'s not right.""', '""The nanny is always trustworthy"". \nIs Brayden\'s statement correct', '""Brayden is always trustworthy"".\n\nQuestion: Who is the nanny', '""The nanny is always trustworthy"". What does the text mean?', 'User: Gregory said, ""The nanny is always trustworthy"", and Brayden', '""The nanny is always trustworthy"".\nUser: Gregory says, ""The n', '""The nanny is always trustworthy"".', '""The nanny is always trustworthy"".  Brayden then corrected him, ""The', '""She is very trustworthy.""']","['Gary: Well, well, well, well. Well, well', '""He\'s been around for only a little while, at most.""', '""Gordon has been around for a while"". \nWho is', '""Brayden has been around for a little while.""\nUser', '""I\'m sure they have been around for a while.""\nWhat is', 'User: Gregory: ""The nanny has been around for a while', '""The nanny is an older woman.""\nUser: Bray', '""The nanny has been around for a while"". \nWho', '""The nanny has been around for a while.""\nUser: ""', '""She\'s been here for 20 years.""']"
is,has,is about to fall asleep,has been collecting fridge magnets for five years,The anthropologist,he,Erica,Levi,"['""The anthropologist has fallen asleep"".', '""The anthropologist is about to fall asleep"".', '""The anthropologist is about to fall asleep.""', '""I\'m going to fall asleep"".\n\nUser: Ethan said, ""I think', 'Answer:', '""The anthropologist is about to fall asleep"".', '""What do you know about this person?""\nErica: ""He is about', '""That would be the most appropriate response to the anthropologist, Erica."",', '""The anthropologist is probably going to fall asleep.""', '""The anthropologist is about to fall asleep"".']","['""The anthropologist has been collecting fridge magnets for five years.""', '""The anthropologist has been collecting fridge magnets for five years"".', '""The anthropologist has been collecting fridge magnets for five years"".', '""I\'ve been collecting them for three years.""', 'Answer:', '""The anthropologist has been collecting fridge magnets for five years."" \nIs', '""What\'s the name of the person who collected them?""', '""That is true.""', '""The anthropologist has been collecting fridge magnets for five years.""', '""The anthropologist has been collecting fridge magnets for 20 years.""']"
is,was,is good at communication,was disturbed by speeding cars outside,The bartender,he,Andre,Miranda,"['""Andre is a good at communication.""', '""I think that\'s not right.""', '""The bartender is good at communication"".', '""Bartender is good at communication"".', '""I\'m good at communication"".', 'User: \nMiranda replied, \nUser: Miranda', '""The bartender is good at communication"".', 'A:', '""The bartender is very good at communication.""', '""That\'s correct, Andre. I\'ve heard he\'s a']","['""Andre did not notice the speed.""', '""He was also distracted by the speeding cars outside.""', '""The bartender was disturbed by speeding cars', '""The bartender was disturbed by speeding cars outside', '""I\'m surprised they were so slow"".', 'Bartender: ""The bartender was', '""The bartender was disturbed by speeding cars', '""The bartender was disturbed by speeding cars outside', '""The bartender was disturbed by speeding cars outside', '""The bartender had to slow down because he']"
is,was,is only in it for the money,was growing quite upset about the smell from the sink,The caterer,she,Skylar,Sierra,"['""But they are willing to take a risk on me.""', '""The caterer is only in it for the money"".', '""The caterer is only in it for the money""', '""I\'m only in it for the time they give me.""', '""You\'re just playing the cards on the table, Skyl', '""The caterer is only in it for the money.""', '""You can\'t be serious, you\'re a concierge in', '""And what\'s the use of money in the end, anyway', '""The caterer is only in it for the love of the restaurant', 'User: Skylar replied, ""The caterer is only']","['""The smell was quite unpleasant."",', '""So they\'re now getting a new one and are', '""The aroma of the sink is actually causing more', '""I understand the situation, but it was really not', '""You\'re correct, that sounds like a good', '""The caterer was growing quite upset about the smell', '""You can blame that for the smell. You should', 'User: Skylar said, ""The smell', '""The smell was not unpleasant.""', 'User: Skylar replied, ""The smell']"
is,was,is good at communication,was angry,The fisherman,he,Manuel,Lauren,"['""The fisherman is good at communication"".', '""He is also good at persuasion.""', '""The fisherman is good at communication"". \nIs this sentence grammatically correct', '""The fisherman is very good at communication"".\nIs Lauren\'s statement true?', '""I\'m good at communication"". Lauren replied,  ""I\'m good at communication', '""The fisherman is good at communication."" What are Lauren\'s true feelings about the fisherman', '""The fisherman is good at communication"".\nUser: The fish caught the fish', '""The fisherman is good at communication.""', '""The fisherman is very good at communication"".\nUser: Lauren explained that the fisherman', '""The fisherman is very good at communication"".']","['""The fisherman was angry"".\nUser: The fisherman, as you know, was', '""He was furious.""', '""The fisherman was angry.""', '""The fisherman was angry at the fisherman"".\nIs Lauren\'s statement correct?', '""The fisherman was angry at the fisherman"". Lauren then asked Manuel, ""How did the', 'User: Lauren: ""The fisherman was angry"", and Manuel: ""The fisherman was', '""The fisherman was angry"", to the user.', 'A:', '""The fisherman was angry, that\'s all I can say."" What is the sentence that', '""The fisherman was angry because he felt he wasn\'t getting enough of the fish he caught']"
is,was,is about to fall asleep,was on a diet,The violinist,she,Antonio,Camryn,"['""The violinist is about to fall asleep.""', '""The violinist is about to fall asleep"".', '""The violinist is about to fall asleep.""', '""I see the violinist is in the middle of a song.""\nThe corrected', '""The violinist is about to fall asleep.""', '""The violinist is about to fall asleep"".\n\nHow can we rephrase', '""It\'s going to be a beautiful night.""', 'I am not familiar with the musical terms that you use, but I do know', '""The violinist is about to fall asleep."" What is the correct answer to the', '""The violinist is about to fall asleep"".']","['""The violinist was on a diet"".\nIs Camryn correct in making this statement', '""The violinist was on a diet"". What are the correct parts of speech of these', '""The violinist was on a diet.""', '""I saw the violin playing. The violinist is on a diet"".', '""The violinist was on a diet"".', '""The violinist was on a diet"".', '""The violinist was on a diet"".\nIf you can, explain the meaning of', 'I am not familiar with the diet. The diet is a strict one.', '""The violinist was on a diet"".', '""The violinist was on a diet.""  How did the answer change if Camryn']"
is,was,is planning a honeymoon,was surprised about the exciting news,The optician,she,Miguel,Harrison,"['""The optician is planning a honeymoon.""', '""I am going to be a husband."", \nWhat is the meaning of', '""The honeymoon will be the most beautiful honeymoon in history"",', 'User: \nUser: The optician is planning a honeymoon.', '""The optician is planning a honeymoon"".', 'User: \nUser: \nUser: \nUser:', '""The optician is planning a honeymoon"".', '""The optician is planning a honeymoon"".', '""The honeymoon will take place in a new city"".\nUser: Harrison', '""I do not think so.""']","['""The optician was surprised about the exciting news.""', '""the optician was surprised about the exciting news"", and then asked, ""', '""The optician was shocked at the news"".', 'User: \nUser: The optician was surprised about the exciting news', '""I\'m surprised and happy for you"".\nUser: Is this sentence correct', 'User: \nUser: \nUser: \nUser:', '""The optician was surprised that the optician was surprised"".', '""The optician was shocked about the exciting news"".', '""The optician was surprised about the exciting news.""', '""I have to say, I\'m thrilled that the new spectacles are']"
is,was,is quite risk averse,was pulled over for drunk driving,The runner,he,Julia,Veronica,"['""The runner is quite risk averse, and they\'re just trying to avoid it', '""She is not risk averse to taking risks.""', '""The runner is not a risk averse person.""', '""I don\'t think so. The runner is not risk averse at all.', '""That\'s true. But what does that really mean?""\nUser: Ver', '""The runner is also very risk averse"".\n\nHow can this sentence be', '""It\'s not that hard to understand. You\'re just not sure what\'s safe', 'I am not familiar with the context of that sentence. Is it related to the', '""The runner is not risk averse at all.""', '""The runner is quite risk averse"".']","['""The driver was drunk."" Who is the driver?', '""She was not pulled over for drunk driving."" Which sentence is correct?', '""The driver was driven to the hospital."" \nAnswer the question:', '""I saw the drunk driver. He was yelling at the runner.""\nJul', '""The runner was pulled over for drunk driving.""', '""The police found out.""', '""It was a drunk driver who was pulled over"". Which of the following,', 'I am not familiar with the meaning of drunk driving. Is it related to', '""The runner was pulled over for drunk driving."" What is the correct answer to', '""The driver was pulled over for drunk driving.""']"
is,was,is lying on the red futon,was born in 1992,The linguist,she,Melissa,Oscar,"['""The linguist is lying on the red futon, so he is', '""the linguist is lying on the red futon.""', '""The linguist is lying on the red futon"".', 'User: Melissa said, ""The linguist is lying on the red fut', '""The linguist is lying on the white futon.""\nWhat is the', 'User: \nUser: \nUser: \nUser:', '""The linguist is lying on the red futon"".', 'A:', '""The linguist is lying on the red futon"".', '""That\'s correct, the linguist is lying.""']","['Answer:', '""the linguist was born in 1992"". Who', '""The linguist was born in 1992"".', '""The linguist was born in 1992.""', '""The linguist was born in 1995."" What', 'User: \nUser: \nUser: \nUser', '""The linguist was born in 1982"".', '""The linguist was born in 1995"".', '""The linguist was born in 1995"".', '""The linguist was born in 1992.""']"
is,was,is standing next to the tree,was growing quite upset about the smell from the sink,The nun,she,Brian,Claire,"['""The nun is standing next to the tree.""', '""She is standing on the tree"", and so on.  The tree was', '""The nun is standing next to the tree.""', '""She is standing next to the tree.""\nUser: Is the sentence correct', '""The nun is standing next to the tree.""', '""The nun is standing next to the tree.""\n\nPlease correct the error', '""The nun is sitting next to the tree"". Who is standing next to the', '""That is the way the trees are"".', '""She is standing next to the tree"".  What is the correct answer to', '""The nun is standing next to the tree.""']","['""The smell was quite unpleasant."",  Is the above answer correct?', '""She wasn\'t upset because she had a big breakfast before she left', '""The smell of the sink is quite bad."", \nBased', '""She has to eat something. She needs to get up.""', '""She was growing quite upset about the smell from the sink.""', '""The nun was growing quite upset about the smell from the sink.""', '""It\'s really disgusting."" What is the sentence about the smell', '""And what\'s the smell, and why does it smell like', '""She was quite upset because the smell was awful.""', '""The nun was growing quite upset about the smell from the sink']"
is,was,is never late,was excited about the good news,The director,she,Michaela,William,"['""The director is never late"".', '""He is always late"".\nUser: In the last sentence, can we conclude that', '""The director never seems to be late"", but they are not the same thing.', '""The director is never late"".\nIf I had to guess the truth, what was', '""The director is never late"".', '""The director is never late"" \nIs this true?', '""The director is never late"".\n\nUser: The director was never late for', '""The director is always late.""', '""The director is never late"".', '""The director is never late"".  Explain the meaning of these two sentences and their usage']","['""Michaela said that the director was excited about the good news"".', '""the director was not too excited about the good news"".', '""The director was really excited about the good news"".', 'Michaela: ""The director was excited about the good news.""', '""The director was also excited about the good news"".', '""The director was also excited about the good news"".', '""The director was thrilled about the good news"".', '""The director was excited about the good news"".\nCan you identify which is', '""The director was very excited about the good news.""\nUser: ""Is the', '""That\'s right, Michaela, it\'s very good news for our team']"
is,was,is good at board games,was singing a song,The psychologist,she,Micah,Holly,"['""The psychologist is good at board games, and they\'re both good at board games.""', '""She is not good at board games"". What are the correct parts of speech of these', '""The psychologist is good at board games.""', '""She has been studying for the exam.""\nUser: Micah answered, ""Yes', '""Micah said, ""The psychologist is good at board games."" \nWho', '""The psychologist is good at board games.""', '""The psychologist is good at playing cards.""\nIf you can provide a valid answer for', 'I am not familiar with the psychologist.', '""The psychologist is not good at board games."" What is the correct answer to the question', '""She is very good at board games.""  How can we determine whether Holly is correct']","['""The psychologist was singing a song.""', '""She was singing a song."", and then said, ""He was singing a song', '""The psychologist was singing a song"".', '""She was singing a song"".', 'Answer:', '""The psychologist was singing a song.""\nIs it possible for us to deduce from', '""The psychologist was singing a song.""', 'I am not familiar with the song. The psychologist was singing a song.', '""The psychologist was singing a song."" How can we know if this is a true', '""She was singing a song.""  How can we determine which is the subject and']"
